5A8	Aleknagik / New Airport	US
YEML	Emerald Airport	AU
YESP	Esperance Airport	AU
YEWA	Eliwana	AU
YFBS	Forbes Airport	AU
YFRT	Forrest Airport	AU
YFTZ	Fitzroy Crossing Airport	AU
YGDH	Gunnedah Airport	AU
YGEL	Geraldton Airport	AU
YGFN	Grafton Airport	AU
YGLA	Gladstone Airport	AU
YGLB	Goulburn Airport	AU
YGLI	Glen Innes Airport	AU
YGPT	Garden Point Airport	AU
YGTE	Groote Eylandt Airport	AU
YGTH	Griffith Airport	AU
YHAY	Hay Airport	AU
YHBA	Hervey Bay Airport	AU
YHID	Horn Island Airport	AU
YHLC	Halls Creek Airport	AU
YHML	Hamilton Airport	AU
YHOT	Mount Hotham Airport	AU
YHPN	Hopetoun Airport	AU
YHSM	Horsham Airport	AU
YIVL	Inverell Airport	AU
YKER	Kerang Airport	AU
YKII	King Island Airport	AU
YKMP	Kempsey Airport	AU
YKOW	Kowanyama Airport	AU
YKRY	Kingaroy Airport	AU
YKSC	Kingscote Airport	AU
YLEC	Leigh Creek Airport	AU
YLEO	Leonora Airport	AU
YLHR	Lockhart River Airport	AU
YLIS	Lismore Airport	AU
YLRD	Lightning Ridge Airport	AU
YLRE	Longreach Airport	AU
YLST	Leinster Airport	AU
YLTV	Latrobe Valley Airport	AU
YMAV	Avalon Airport	AU
YMAY	Albury Airport	AU
YMBA	Mareeba Airport	AU
YMDG	Mudgee Airport	AU
YMEK	Meekatharra Airport	AU
YMEN	Melbourne Essendon Airport	AU
YMER	Merimbula Airport	AU
YMES	RAAF Base East Sale	AU
YMGD	Maningrida Airport	AU
YMHB	Hobart International Airport	AU
YMIA	Mildura Airport	AU
YMLT	Launceston Airport	AU
YMMB	Melbourne Moorabbin Airport	AU
YMML	Melbourne International Airport	AU
YMNE	Mount Keith Airport	AU
YMOG	Mount Magnet Airport	AU
YMOR	Moree Airport	AU
YMRB	Moranbah Airport	AU
YMRY	Moruya Airport	AU
YMTG	Mount Gambier Airport	AU
YNAR	Narrandera Airport	AU
YNBR	Narrabri Airport	AU
YNGU	Ngukurr Airport	AU
YNRM	Narromine Airport	AU
YNT	Yantai Penglai International Airport	CN
YNTN	Normanton Airport	AU
YNWN	Newman Airport	AU
YORG	Orange Airport	AU
YPAD	Adelaide International Airport	AU
YPAG	Port Augusta Airport	AU
YPBO	Paraburdoo Airport	AU
YPCC	Cocos (Keeling) Islands Airport	CC
YPDN	Darwin International Airport / RAAF Darwin	AU
YPEA	RAAF Base Pearce	AU
YPED	RAAF Base Edinburgh	AU
YPGV	Gove Airport	AU
YPIR	Port Pirie Airport	AU
YPJT	Perth Jandakot Airport	AU
YPKA	Karratha Airport	AU
YPKG	Kalgoorlie Boulder Airport	AU
YPKS	Parkes Airport	AU
YPKT	Port Keats Airport	AU
YPKU	East Kimberley Regional (Kununurra) Airport	AU
YPLC	Port Lincoln Airport	AU
YPLM	Learmonth Airport	AU
YPMQ	Port Macquarie Airport	AU
YPOD	Portland Airport	AU
YPPD	Port Hedland International Airport	AU
YPPH	Perth International Airport	AU
YPTN	Tindal Airport	AU
YPXM	Christmas Island Airport	CX
YQLP	Quilpie Airport	AU
YREN	Renmark Airport	AU
YROM	Roma Airport	AU
YSBK	Sydney Bankstown Airport	AU
YSCB	Canberra International Airport	AU
YSCN	Camden Airport	AU
YSDU	Dubbo City Regional Airport	AU
YSHK	Shark Bay Airport	AU
YSHL	Shellharbour Airport	AU
YSHT	Shepparton Airport	AU
YSMI	Smithton Airport	AU
YSNB	Snake Bay Airport	AU
YSNF	Norfolk Island International Airport	NF
YSNW	Naval Air Station Nowra - HMAS Albatross	AU
YSRI	RAAF Base Richmond	AU
YSSY	Sydney Kingsford Smith International Airport	AU
YSTW	Tamworth Airport	AU
YSWG	Wagga Wagga City Airport	AU
YSWH	Swan Hill Airport	AU
YSWL	Stawell Airport	AU
YTEF	Telfer Airport	AU
YTEM	Temora Airport	AU
YTGM	Thargomindah Airport	AU
YTIB	Tibooburra Airport	AU
YTMU	Tumut Airport	AU
YTNG	Thangool Airport	AU
YTNK	Tennant Creek Airport	AU
YTRE	Taree Airport	AU
YWDH	Windorah Airport	AU
YWGT	Wangaratta Airport	AU
YWHA	Whyalla Airport	AU
YWKB	Warracknabeal Airport	AU
YWLG	Walgett Airport	AU
YWLM	Newcastle Airport	AU
YWLU	Wiluna Airport	AU
YWRN	Warren Airport	AU
YWSL	West Sale Airport	AU
YWTN	Winton Airport	AU
YWWL	West Wyalong Airport	AU
YWYY	Wynyard Airport	AU
YYA	Yueyang Sanhe Airport	CN
YYNG	Young Airport	AU
Z19O	Wujah Al Hajar Air Base	LB
ZBAA	Beijing Capital International Airport	CN
ZBAD	Beijing Daxing International Airport	CN
ZBBB	Beijing Xijiao Airport	CN
ZBCD	Chengde Puning Airport	CN
ZBCF	Chifeng Yulong Airport	CN
ZBDH	Qinhuangdao Beidaihe Airport	CN
ZBDS	Ordos Ejin Horo Airport	CN
ZBER	Erenhot Saiwusu International Airport	CN
ZBES	Arxan Yi'ershi Airport	CN
ZBHD	Handan Airport	CN
ZBHH	Hohhot Baita International Airport	CN
ZBHZ	Holingol Huolinhe Airport	CN
ZBLA	Hulunbuir Hailar Airport	CN
ZBLF	Linfen Yaodu Airport	CN
ZBLL	Lüliang Dawu Airport	CN
ZBMZ	Manzhouli Xijiao Airport	CN
ZBOW	Baotou Donghe Airport	CN
ZBSJ	Shijiazhuang Zhengding International Airport	CN
ZBTJ	Tianjin Binhai International Airport	CN
ZBTL	Tongliao Airport	CN
ZBUC	Ulanqab Jining Airport	CN
ZBXH	Xilinhot Airport	CN
ZBYN	Taiyuan Wusu Airport	CN
ZBYZ	Bayannur Tianjitai Airport	CN
ZBZL	Zhalantun Genghis Khan Airport	CN
ZGCD	Changde Taohuayuan Airport	CN
ZGCJ	Huaihua Zhijiang Airport	CN
ZGCZ	Chenzhou Beihu Airport	CN
ZGGG	Guangzhou Baiyun International Airport	CN
ZGHA	Changsha Huanghua International Airport	CN
ZGHC	Hechi Jinchengjiang Airport	CN
ZGKL	Guilin Liangjiang International Airport	CN
ZGLG	Yongzhou Lingling Airport	CN
ZGNN	Nanning Wuxu Airport	CN
ZGOW	Jieyang Chaoshan International Airport	CN
ZGSD	Zhuhai Jinwan Airport	CN
ZGSY	Shaoyang Wugang Airport	CN
ZGSZ	Shenzhen Bao'an International Airport	CN
ZGYL	Yulin Fumian Airport	CN
ZGZH	Liuzhou Bailian Airport / Bailian Air Base	CN
ZHCC	Zhengzhou Xinzheng International Airport	CN
ZHES	Enshi Xujiaping Airport	CN
ZHGH	Guangzhou MR Air Base / Guanghua Airport	CN
ZHHH	Wuhan Tianhe International Airport	CN
ZHJZ	Jingzhou Shashi Airport	CN
ZHLY	Luoyang Beijiao Airport	CN
ZHSN	Shennongjia Hongping Airport	CN
ZHSY	Shiyan Wudangshan Airport	CN
ZHXF	Xiangyang Liuji Airport	CN
ZHYC	Yichang Sanxia Airport	CN
ZHZH	Herschel Island Field	CA
ZJHK	Haikou Meilan International Airport	CN
ZJQH	Qionghai Bo'ao Airport	CN
ZJSY	Sanya Phoenix International Airport	CN
ZKPY	Pyongyang Sunan International Airport	KP
ZKSC	Sunchon Air Base	KP
ZKSD	Sondok Airport	KP
ZKWS	Wonsan Kalma International Airport	KP
ZLDH	Dunhuang Mogao International Airport	CN
ZLGM	Golmud Airport	CN
ZLGY	Guyuan Liupanshan Airport	CN
ZLHX	Huatugou Airport	CN
ZLIC	Yinchuan Hedong International Airport	CN
ZLJN	Jining Qufu Airport	CN
ZLLL	Lanzhou Zhongchuan International Airport	CN
ZLLN	Longnan Chengzhou Airport	CN
ZLQY	Qingyang Xifeng Airport	CN
ZLSN	Xi'an Xiguan Airport	CN
ZLXH	Gannan Xiahe Airport	CN
ZLXN	Xining Caojiabao International Airport	CN
ZLXY	Xi'an Xianyang International Airport	CN
ZLZW	Zhongwei Shapotou Airport	CN
ZMAH	Arvaikheer Airport	MN
ZMAT	Altai Airport	MN
ZMBH	Bayankhongor Airport	MN
ZMBN	Bulgan Airport	MN
ZMBU	Baruun Urt Airport	MN
ZMCD	Choibalsan Airport	MN
ZMCK	Ulaanbaatar Chinggis Khaan International Airport	MN
ZMDZ	Dalanzadgad Airport	MN
ZMKD	Khovd Airport	MN
ZMMN	Mörön Airport	MN
ZMUB	Buyant-Ukhaa International Airport	MN
ZPCW	Cangyuan Washan Airport	CN
ZPDL	Dali Fengyi Airport	CN
ZPDQ	Diqing Shangri-La Airport	CN
ZPJH	Xishuangbanna Gasa International Airport	CN
ZPJM	Lancang Jingmai Airport	CN
ZPLJ	Lijiang Sanyi International Airport	CN
ZPLX	Dehong Mangshi Airport	CN
ZPPP	Kunming Changshui International Airport	CN
ZRI	Stevanus Rumbewas Airport	ID
ZSAM	Xiamen Gaoqi International Airport	CN
ZSAQ	Anqing Tianzhushan Airport / Anqing North Air Base	CN
ZSBB	Bengbu Airport	CN
ZSCG	Changzhou Benniu International Airport	CN
ZSCN	Nanchang Changbei International Airport	CN
ZSFY	Fuyang Xiguan Airport	CN
ZSFZ	Fuzhou Changle International Airport	CN
ZSHC	Hangzhou Xiaoshan International Airport	CN
ZSHZ	Heze Mudan Airport	CN
ZSJD	Jingdezhen Luojia Airport	CN
ZSJN	Jinan Yaoqiang International Airport	CN
ZSJU	Quzhou Airport	CN
ZSLD	Longyan Guanzhishan Airport	CN
ZSLQ	Taizhou Luqiao Airport	CN
ZSNB	Ningbo Lishe International Airport	CN
ZSNJ	Nanjing Lukou International Airport	CN
ZSOF	Hefei Xinqiao International Airport	CN
ZSPD	Shanghai Pudong International Airport	CN
ZSQZ	Quanzhou Jinjiang International Airport	CN
ZSRG	Rugao Air Base	CN
ZSRZ	Rizhao Shanzihe Airport	CN
ZSSS	Shanghai Hongqiao International Airport	CN
ZSSZ	Suzhou Guangfu Airport	CN
ZSTX	Tunxi International Airport	CN
ZSWA	Wuhu Xuanzhou Airport	CN
ZSWF	Weifang Nanyuan Airport	CN
ZSWH	Weihai Dashuibo Airport	CN
ZSWX	Sunan Shuofang International Airport	CN
ZSWY	Nanping Wuyishan Airport	CN
ZSWZ	Wenzhou Longwan International Airport	CN
ZSXZ	Xuzhou Guanyin International Airport	CN
ZSYA	Yangzhou Taizhou Airport	CN
ZSYC	Yichun Mingyueshan Airport	CN
ZSYN	Yancheng Nanyang International Airport	CN
ZSYW	Yiwu Airport	CN
ZUAL	Ngari Gunsa Airport	CN
ZUAS	Anshun Huangguoshu Airport	CN
ZUBD	Qamdo Bangda Airport	CN
ZUBJ	Bijie Feixiong Airport	CN
ZUCK	Chongqing Jiangbei International Airport	CN
ZUDC	Daocheng Yading Airport	CN
ZUGU	Guangyuan Panlong Airport	CN
ZUGY	Guiyang Longdongbao International Airport	CN
ZUJZ	Jiuzhai Huanglong Airport	CN
ZUKD	Kangding Airport	CN
ZUKJ	Kaili Huangping Airport	CN
ZULS	Lhasa Gonggar Airport	CN
ZULZ	Luzhou Yunlong Airport	CN
ZUMT	Zunyi Maotai Airport	CN
ZUMY	Mianyang Nanjiao Airport	CN
ZUNP	Liping Airport	CN
ZUNZ	Nyingchi Mainling Airport	CN
ZUPS	Liupanshui Yuezhao Airport	CN
ZUTC	Tengchong Tuofeng Airport	CN
ZUTF	Chengdu Tianfu International Airport	CN
ZUTR	Tongren Fenghuang Airport	CN
ZUUU	Chengdu Shuangliu International Airport	CN
ZUWL	Chongqing Xiannüshan Airport	CN
ZUXC	Xichang Qingshan Airport	CN
ZUYI	Xingyi Wanfenglin Airport	CN
ZUZY	Zunyi Xinzhou Airport	CN
ZWAK	Aksu Hongqipo Airport	CN
ZWAX	Bole Alashankou Airport	CN
ZWCM	Qiemo Yudu Airport	CN
ZWFY	Fuyun Koktokay Airport	CN
ZWHM	Hami Airport	CN
ZWKL	Korla Licheng Airport	CN
ZWKN	Burqin Kanas Airport	CN
ZWNL	Xinyuan Nalati Airport	CN
ZWRQ	Ruoqiang Loulan Airport	CN
ZWSC	Shache Airport	CN
ZWSH	Kashgar Airport	CN
ZWSS	Shanshan Airport	CN
ZWTL	Turpan Jiaohe Airport	CN
ZWTN	Hotan Airport	CN
ZWWW	Ürümqi Diwopu International Airport	CN
ZYAS	Anshan Teng'ao Airport / Anshan Air Base	CN
ZYCC	Changchun Longjia International Airport	CN
ZYCH	Changhai Airport	CN
ZYCY	Chaoyang Airport	CN
ZYDU	Wudalianchi Dedu Airport	CN
ZYFY	Fuyuan Dongji Aiport	CN
ZYHB	Harbin Taiping International Airport	CN
ZYHE	Heihe Aihui Airport	CN
ZYJM	Jiamusi Dongjiao Airport	CN
ZYJS	Jiansanjiang Shidi Airport	CN
ZYJX	Jixi Xingkaihu Airport	CN
ZYLD	Yichun Lindu Airport	CN
ZYLS	Yushu Batang Airport	CN
ZYMD	Mudanjiang Hailang International Airport	CN
ZYMH	Mohe Gulian Airport	CN
ZYQQ	Qiqihar Sanjiazi Airport	CN
ZYSQ	Songyuan Chaganhu Airport	CN
ZYTL	Dalian Zhoushuizi International Airport	CN
ZYTN	Tonghua Sanyuanpu Airport	CN
ZYTX	Shenyang Taoxian International Airport	CN
ZYYJ	Yanji Chaoyangchuan Airport	CN
ZYYK	Yingkou Lanqi Airport	CN
ZYYY	Shenyang Dongta Airport	CN
